ANO_ARQUIVO;TEXTO_NORMALIZADO;Ano;MÇ¦s;Empresa;Categoria;Origem;EspÇ¸cie;Desdobramento 1;Desdobramento 2;Desdobramento 3;Tipo de receita;Desdobramento interno 1;Desdobramento interno 2;Desdobramento interno 3;Desdobramento interno 4;Indicador de parcelamento;Indicador de deduÇõÇo;Desdobramento interno 5;Previsto;Arrecadado
2023;2023 | 4 | SERVIO FUNERRIO DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 6 - RECEITA DE SERVIOS | 9 - OUTROS SERVIOS | 9 - OUTROS SERVIOS | 99 - OUTROS SERVIOS | 0 - OUTROS SERVIOS | 1 - PRINCIPAL | 12 - CREMACO | 00 - CREMACO | 000 - CREMACO | 000 - CREMACO | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 1447902.00 | .00;2023;4;SERVIO FUNERµRIO DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;6 - RECEITA DE SERVIOS;9 - OUTROS SERVIOS;9 - OUTROS SERVIOS;99 - OUTROS SERVIOS;0 - OUTROS SERVIOS;1 - Principal;12 - CREMAÇO;00 - CREMAÇO;000 - CREMAÇO;000 - CREMAÇO;11 - Integral;01 - Total;000 - Total;1447902.00;.00
2023;2023 | 4 | SERVIO FUNERRIO DO MUNICOPIO DE SCO PAULO | 7 - RECEITAS CORRENTES INTRAORAMENTRIAS | 9 - OUTRAS RECEITAS CORRENTES INTRAORAMENTRIAS | 2 - INDENIZAAES RESTITUIAES E RESSARCIMENTOS | 2 - RESTITUIAES | 99 - OUTRAS RESTITUIAES | 0 - OUTRAS RESTITUIAES | 1 - PRINCIPAL | 02 - REEMBOLSO DE VALORES RELATIVO A FUNERAL - LEI 8.989/79 | 05 - VELARIO | 000 - VELARIO | 000 - VELARIO | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 45126.00 | .00;2023;4;SERVIO FUNERµRIO DO MUNICÖPIO DE SÇO PAULO;7 - RECEITAS CORRENTES INTRAORAMENTµRIAS;9 - OUTRAS RECEITAS CORRENTES INTRAORAMENTµRIAS;2 - INDENIZAåES RESTITUIåES E RESSARCIMENTOS;2 - RESTITUIåES;99 - OUTRAS RESTITUIåES;0 - OUTRAS RESTITUIåES;1 - Principal;02 - REEMBOLSO DE VALORES RELATIVO A FUNERAL - LEI 8.989/79;05 - VELàRIO;000 - VELàRIO;000 - VELàRIO;11 - Integral;01 - Total;000 - Total;45126.00;.00
2023;2023 | 4 | SERVIO FUNERRIO DO MUNICOPIO DE SCO PAULO | 7 - RECEITAS CORRENTES INTRAORAMENTRIAS | 9 - OUTRAS RECEITAS CORRENTES INTRAORAMENTRIAS | 2 - INDENIZAAES RESTITUIAES E RESSARCIMENTOS | 2 - RESTITUIAES | 99 - OUTRAS RESTITUIAES | 0 - OUTRAS RESTITUIAES | 1 - PRINCIPAL | 03 - REEMBOLSO DE VALORES RELATIVO A FUNERAL - LEI 11.479/94 | 05 - VELARIO | 000 - VELARIO | 000 - VELARIO | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 23271.00 | 46873.75;2023;4;SERVIO FUNERµRIO DO MUNICÖPIO DE SÇO PAULO;7 - RECEITAS CORRENTES INTRAORAMENTµRIAS;9 - OUTRAS RECEITAS CORRENTES INTRAORAMENTµRIAS;2 - INDENIZAåES RESTITUIåES E RESSARCIMENTOS;2 - RESTITUIåES;99 - OUTRAS RESTITUIåES;0 - OUTRAS RESTITUIåES;1 - Principal;03 - REEMBOLSO DE VALORES RELATIVO A FUNERAL - LEI 11.479/94;05 - VELàRIO;000 - VELàRIO;000 - VELàRIO;11 - Integral;01 - Total;000 - Total;23271.00;46873.75
2023;2023 | 5 | FUNDO MUNICIPAL DE HABITAO - COHAB | 1 - RECEITAS CORRENTES | 3 - RECEITA PATRIMONIAL | 2 - VALORES MOBILIRIOS | 1 - JUROS E CORREAES MONETRIAS | 05 - JUROS DE TOTULOS DE RENDA | 0 - JUROS DE TOTULOS DE RENDA | 1 - PRINCIPAL | 01 - FUNDOS DE INVESTIMENTOS E APLICAAES EM COTAS - RENDA FIXA | 09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS | 023 - FUNDO MUNICIPAL DE HABITACO - COHAB | 001 - OUTORGA ONEROSA LEI 13.558/2003 ALTERADA PELA LEI 13.876/2004 | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 60000.00 | .00;2023;5;Fundo Municipal de HabitaÆo - COHAB;1 - RECEITAS CORRENTES;3 - RECEITA PATRIMONIAL;2 - VALORES MOBILIµRIOS;1 - JUROS E CORREåES MONETµRIAS;05 - JUROS DE TÖTULOS DE RENDA;0 - JUROS DE TÖTULOS DE RENDA;1 - Principal;01 - FUNDOS DE INVESTIMENTOS E APLICAåES EM COTAS - RENDA FIXA;09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS;023 - FUNDO MUNICIPAL DE HABITAÇO - COHAB;001 - OUTORGA ONEROSA LEI 13.558/2003 ALTERADA PELA LEI 13.876/2004;11 - Integral;01 - Total;000 - Total;60000.00;.00
2023;2023 | 5 | FUNDO MUNICIPAL DE HABITAO - COHAB | 2 - RECEITAS DE CAPITAL | 9 - OUTRAS RECEITAS DE CAPITAL | 9 - DEMAIS RECEITAS DE CAPITAL | 9 - DEMAIS RECEITAS DE CAPITAL | 99 - OUTRAS RECEITAS DE CAPITAL | 0 - OUTRAS RECEITAS DE CAPITAL | 1 - PRINCIPAL | 01 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL | 12 - OUTORGA ONEROSA - LEI DE ANISTIA | 000 - OUTORGA ONEROSA - LEI DE ANISTIA | 000 - OUTORGA ONEROSA - LEI DE ANISTIA | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 1920000.00 | 150290.26;2023;5;Fundo Municipal de HabitaÆo - COHAB;2 - RECEITAS DE CAPITAL;9 - OUTRAS RECEITAS DE CAPITAL;9 - DEMAIS RECEITAS DE CAPITAL;9 - DEMAIS RECEITAS DE CAPITAL;99 - OUTRAS RECEITAS DE CAPITAL;0 - OUTRAS RECEITAS DE CAPITAL;1 - Principal;01 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL;12 - OUTORGA ONEROSA - LEI DE ANISTIA;000 - OUTORGA ONEROSA - LEI DE ANISTIA;000 - OUTORGA ONEROSA - LEI DE ANISTIA;11 - Integral;01 - Total;000 - Total;1920000.00;150290.26
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 3 - RECEITA PATRIMONIAL | 2 - VALORES MOBILIRIOS | 1 - JUROS E CORREAES MONETRIAS | 05 - JUROS DE TOTULOS DE RENDA | 0 - JUROS DE TOTULOS DE RENDA | 1 - PRINCIPAL | 01 - FUNDOS DE INVESTIMENTOS E APLICAAES EM COTAS - RENDA FIXA | 09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS | 032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO | 009 - OPERACO URBANA FARIA LIMA - OUTORGA HIS | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 3897916.00 | 454105.29;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;3 - RECEITA PATRIMONIAL;2 - VALORES MOBILIµRIOS;1 - JUROS E CORREåES MONETµRIAS;05 - JUROS DE TÖTULOS DE RENDA;0 - JUROS DE TÖTULOS DE RENDA;1 - Principal;01 - FUNDOS DE INVESTIMENTOS E APLICAåES EM COTAS - RENDA FIXA;09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS;032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;009 - OPERAÇO URBANA FARIA LIMA - OUTORGA HIS;11 - Integral;01 - Total;000 - Total;3897916.00;454105.29
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 3 - RECEITA PATRIMONIAL | 2 - VALORES MOBILIRIOS | 1 - JUROS E CORREAES MONETRIAS | 05 - JUROS DE TOTULOS DE RENDA | 0 - JUROS DE TOTULOS DE RENDA | 1 - PRINCIPAL | 01 - FUNDOS DE INVESTIMENTOS E APLICAAES EM COTAS - RENDA FIXA | 09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS | 032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO | 011 - OPERACO URBANA FARIA LIMA - OUTORGA | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 9933052.00 | 1152142.35;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;3 - RECEITA PATRIMONIAL;2 - VALORES MOBILIµRIOS;1 - JUROS E CORREåES MONETµRIAS;05 - JUROS DE TÖTULOS DE RENDA;0 - JUROS DE TÖTULOS DE RENDA;1 - Principal;01 - FUNDOS DE INVESTIMENTOS E APLICAåES EM COTAS - RENDA FIXA;09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS;032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;011 - OPERAÇO URBANA FARIA LIMA - OUTORGA;11 - Integral;01 - Total;000 - Total;9933052.00;1152142.35
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 3 - RECEITA PATRIMONIAL | 2 - VALORES MOBILIRIOS | 1 - JUROS E CORREAES MONETRIAS | 05 - JUROS DE TOTULOS DE RENDA | 0 - JUROS DE TOTULOS DE RENDA | 1 - PRINCIPAL | 01 - FUNDOS DE INVESTIMENTOS E APLICAAES EM COTAS - RENDA FIXA | 09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS | 032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO | 013 - FUNDO ESPECIAL OPERACO URBANA GUA BRANCA - FEAB - OUTORGA | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 82069353.00 | 9178304.96;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;3 - RECEITA PATRIMONIAL;2 - VALORES MOBILIµRIOS;1 - JUROS E CORREåES MONETµRIAS;05 - JUROS DE TÖTULOS DE RENDA;0 - JUROS DE TÖTULOS DE RENDA;1 - Principal;01 - FUNDOS DE INVESTIMENTOS E APLICAåES EM COTAS - RENDA FIXA;09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS;032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;013 - FUNDO ESPECIAL OPERAÇO URBANA µGUA BRANCA - FEAB - OUTORGA;11 - Integral;01 - Total;000 - Total;82069353.00;9178304.96
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 3 - RECEITA PATRIMONIAL | 2 - VALORES MOBILIRIOS | 1 - JUROS E CORREAES MONETRIAS | 05 - JUROS DE TOTULOS DE RENDA | 0 - JUROS DE TOTULOS DE RENDA | 1 - PRINCIPAL | 01 - FUNDOS DE INVESTIMENTOS E APLICAAES EM COTAS - RENDA FIXA | 09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS | 032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO | 014 - FUNDO ESPECIAL OPERACO URBANA GUA BRANCA - FEAB - OUTORGA - HIS | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 28901.00 | 3290.56;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;3 - RECEITA PATRIMONIAL;2 - VALORES MOBILIµRIOS;1 - JUROS E CORREåES MONETµRIAS;05 - JUROS DE TÖTULOS DE RENDA;0 - JUROS DE TÖTULOS DE RENDA;1 - Principal;01 - FUNDOS DE INVESTIMENTOS E APLICAåES EM COTAS - RENDA FIXA;09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS;032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;014 - FUNDO ESPECIAL OPERAÇO URBANA µGUA BRANCA - FEAB - OUTORGA - HIS;11 - Integral;01 - Total;000 - Total;28901.00;3290.56
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 3 - RECEITA PATRIMONIAL | 2 - VALORES MOBILIRIOS | 1 - JUROS E CORREAES MONETRIAS | 05 - JUROS DE TOTULOS DE RENDA | 0 - JUROS DE TOTULOS DE RENDA | 1 - PRINCIPAL | 01 - FUNDOS DE INVESTIMENTOS E APLICAAES EM COTAS - RENDA FIXA | 09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS | 032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO | 026 - PMSP-SMUL/OU AGUA BRANCA - OUTORGA GERAL | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | .00 | .00;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;3 - RECEITA PATRIMONIAL;2 - VALORES MOBILIµRIOS;1 - JUROS E CORREåES MONETµRIAS;05 - JUROS DE TÖTULOS DE RENDA;0 - JUROS DE TÖTULOS DE RENDA;1 - Principal;01 - FUNDOS DE INVESTIMENTOS E APLICAåES EM COTAS - RENDA FIXA;09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS;032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;026 - PMSP-SMUL/OU AGUA BRANCA - OUTORGA GERAL;11 - Integral;01 - Total;000 - Total;.00;.00
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 3 - RECEITA PATRIMONIAL | 2 - VALORES MOBILIRIOS | 1 - JUROS E CORREAES MONETRIAS | 05 - JUROS DE TOTULOS DE RENDA | 0 - JUROS DE TOTULOS DE RENDA | 1 - PRINCIPAL | 01 - FUNDOS DE INVESTIMENTOS E APLICAAES EM COTAS - RENDA FIXA | 09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS | 032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO | 028 - PMSP-SMUL/OUC FARIA LIMA - OUTORGA GERAL | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | .00 | .00;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;3 - RECEITA PATRIMONIAL;2 - VALORES MOBILIµRIOS;1 - JUROS E CORREåES MONETµRIAS;05 - JUROS DE TÖTULOS DE RENDA;0 - JUROS DE TÖTULOS DE RENDA;1 - Principal;01 - FUNDOS DE INVESTIMENTOS E APLICAåES EM COTAS - RENDA FIXA;09 - TESOURO MUNICIPAL - RECURSOS VINCULADOS;032 - SECRETARIA MUNICIPAL DE URBANISMO E LICENCIAMENTO;028 - PMSP-SMUL/OUC FARIA LIMA - OUTORGA GERAL;11 - Integral;01 - Total;000 - Total;.00;.00
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 3 - RECEITA PATRIMONIAL | 3 - DELEGACO DE SERVIOS PEBLICOS MEDIANTE CONCESSCO PERMISSCO AUTORIZACO OU LICENA | 9 - DEMAIS DELEGAAES DE SERVIOS PEBLICOS | 99 - OUTRAS DELEGAAES DE SERVIOS PEBLICOS | 0 - OUTRAS DELEGAAES DE SERVIOS PEBLICOS | 1 - PRINCIPAL | 01 - OUTORGAS PROVENIENTES DE CONCESSAES - FMD | 00 - OUTORGAS PROVENIENTES DE CONCESSAES - FMD | 000 - OUTORGAS PROVENIENTES DE CONCESSAES - FMD | 000 - OUTORGAS PROVENIENTES DE CONCESSAES - FMD | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 101631444.00 | 11441881.85;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;3 - RECEITA PATRIMONIAL;3 - DELEGAÇO DE SERVIOS PéBLICOS MEDIANTE CONCESSÇO PERMISSÇO AUTORIZAÇO OU LICENA;9 - DEMAIS DELEGAåES DE SERVIOS PéBLICOS;99 - OUTRAS DELEGAåES DE SERVIOS PéBLICOS;0 - OUTRAS DELEGAåES DE SERVIOS PéBLICOS;1 - Principal;01 - OUTORGAS PROVENIENTES DE CONCESSåES - FMD;00 - OUTORGAS PROVENIENTES DE CONCESSåES - FMD;000 - OUTORGAS PROVENIENTES DE CONCESSåES - FMD;000 - OUTORGAS PROVENIENTES DE CONCESSåES - FMD;11 - Integral;01 - Total;000 - Total;101631444.00;11441881.85
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 9 - OUTRAS RECEITAS CORRENTES | 4 - MULTAS E JUROS DE MORA DAS RECEITAS DE CAPITAL | 9 - MULTAS E JUROS DE MORA DE OUTRAS RECEITAS DE CAPITAL | 99 - MULTAS E JUROS DE OUTRAS RECEITAS DE CAPITAL | 0 - MULTAS E JUROS DE OUTRAS RECEITAS DE CAPITAL | 2 - MULTA | 76 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB - MULTAS E JUROS | 00 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB - MULTAS E JUROS | 000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB - MULTAS E JUROS | 000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB - MULTAS E JUROS | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | .00 | 25.44;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;9 - OUTRAS RECEITAS CORRENTES;4 - MULTAS E JUROS DE MORA DAS RECEITAS DE CAPITAL;9 - MULTAS E JUROS DE MORA DE OUTRAS RECEITAS DE CAPITAL;99 - MULTAS E JUROS DE OUTRAS RECEITAS DE CAPITAL;0 - MULTAS E JUROS DE OUTRAS RECEITAS DE CAPITAL;2 - Multa;76 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB - MULTAS E JUROS;00 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB - MULTAS E JUROS;000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB - MULTAS E JUROS;000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB - MULTAS E JUROS;11 - Integral;01 - Total;000 - Total;.00;25.44
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 2 - RECEITAS DE CAPITAL | 9 - OUTRAS RECEITAS DE CAPITAL | 9 - DEMAIS RECEITAS DE CAPITAL | 9 - DEMAIS RECEITAS DE CAPITAL | 99 - OUTRAS RECEITAS DE CAPITAL | 0 - OUTRAS RECEITAS DE CAPITAL | 1 - PRINCIPAL | 01 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL | 09 - OUTORGA ONEROSA COTA SOLIDARIEDADE - FUNDURB | 000 - OUTORGA ONEROSA COTA SOLIDARIEDADE - FUNDURB | 000 - OUTORGA ONEROSA COTA SOLIDARIEDADE - FUNDURB | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 12135584.00 | 2493329.27;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;2 - RECEITAS DE CAPITAL;9 - OUTRAS RECEITAS DE CAPITAL;9 - DEMAIS RECEITAS DE CAPITAL;9 - DEMAIS RECEITAS DE CAPITAL;99 - OUTRAS RECEITAS DE CAPITAL;0 - OUTRAS RECEITAS DE CAPITAL;1 - Principal;01 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL;09 - OUTORGA ONEROSA COTA SOLIDARIEDADE - FUNDURB;000 - OUTORGA ONEROSA COTA SOLIDARIEDADE - FUNDURB;000 - OUTORGA ONEROSA COTA SOLIDARIEDADE - FUNDURB;11 - Integral;01 - Total;000 - Total;12135584.00;2493329.27
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 2 - RECEITAS DE CAPITAL | 9 - OUTRAS RECEITAS DE CAPITAL | 9 - DEMAIS RECEITAS DE CAPITAL | 9 - DEMAIS RECEITAS DE CAPITAL | 99 - OUTRAS RECEITAS DE CAPITAL | 0 - OUTRAS RECEITAS DE CAPITAL | 1 - PRINCIPAL | 01 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL | 11 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB | 000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB | 000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 708000000.00 | 69201163.97;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;2 - RECEITAS DE CAPITAL;9 - OUTRAS RECEITAS DE CAPITAL;9 - DEMAIS RECEITAS DE CAPITAL;9 - DEMAIS RECEITAS DE CAPITAL;99 - OUTRAS RECEITAS DE CAPITAL;0 - OUTRAS RECEITAS DE CAPITAL;1 - Principal;01 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL;11 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB;000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB;000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB;11 - Integral;01 - Total;000 - Total;708000000.00;69201163.97
2023;2023 | 5 | PREFEITURA DO MUNICOPIO DE SCO PAULO | 2 - RECEITAS DE CAPITAL | 9 - OUTRAS RECEITAS DE CAPITAL | 9 - DEMAIS RECEITAS DE CAPITAL | 9 - DEMAIS RECEITAS DE CAPITAL | 99 - OUTRAS RECEITAS DE CAPITAL | 0 - OUTRAS RECEITAS DE CAPITAL | 1 - PRINCIPAL | 01 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL | 11 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB | 000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB | 000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB | 11 - INTEGRAL | 09 - DEDUTORA | 001 - DEDUAES OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB | .00 | .00;2023;5;PREFEITURA DO MUNICÖPIO DE SÇO PAULO;2 - RECEITAS DE CAPITAL;9 - OUTRAS RECEITAS DE CAPITAL;9 - DEMAIS RECEITAS DE CAPITAL;9 - DEMAIS RECEITAS DE CAPITAL;99 - OUTRAS RECEITAS DE CAPITAL;0 - OUTRAS RECEITAS DE CAPITAL;1 - Principal;01 - DEMAIS RECEITAS DE CAPITAL - PRINCIPAL;11 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB;000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB;000 - OUTORGA ONEROSA - PLANO DIRETOR - DIREITO DE CONSTRUIR - FUNDURB;11 - Integral;09 - Dedutora;001 - Deduäes Outorga Onerosa - Plano Diretor - Direito de Construir - FUNDURB;.00;.00
2023;2023 | 5 | SERVIO FUNERRIO DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 6 - RECEITA DE SERVIOS | 9 - OUTROS SERVIOS | 9 - OUTROS SERVIOS | 99 - OUTROS SERVIOS | 0 - OUTROS SERVIOS | 1 - PRINCIPAL | 11 - VELARIO | 00 - VELARIO | 000 - VELARIO | 000 - VELARIO | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 2433285.00 | 1884.34;2023;5;SERVIO FUNERµRIO DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;6 - RECEITA DE SERVIOS;9 - OUTROS SERVIOS;9 - OUTROS SERVIOS;99 - OUTROS SERVIOS;0 - OUTROS SERVIOS;1 - Principal;11 - VELàRIO;00 - VELàRIO;000 - VELàRIO;000 - VELàRIO;11 - Integral;01 - Total;000 - Total;2433285.00;1884.34
2023;2023 | 5 | SERVIO FUNERRIO DO MUNICOPIO DE SCO PAULO | 1 - RECEITAS CORRENTES | 6 - RECEITA DE SERVIOS | 9 - OUTROS SERVIOS | 9 - OUTROS SERVIOS | 99 - OUTROS SERVIOS | 0 - OUTROS SERVIOS | 1 - PRINCIPAL | 12 - CREMACO | 00 - CREMACO | 000 - CREMACO | 000 - CREMACO | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 1447902.00 | .00;2023;5;SERVIO FUNERµRIO DO MUNICÖPIO DE SÇO PAULO;1 - RECEITAS CORRENTES;6 - RECEITA DE SERVIOS;9 - OUTROS SERVIOS;9 - OUTROS SERVIOS;99 - OUTROS SERVIOS;0 - OUTROS SERVIOS;1 - Principal;12 - CREMAÇO;00 - CREMAÇO;000 - CREMAÇO;000 - CREMAÇO;11 - Integral;01 - Total;000 - Total;1447902.00;.00
2023;2023 | 5 | SERVIO FUNERRIO DO MUNICOPIO DE SCO PAULO | 7 - RECEITAS CORRENTES INTRAORAMENTRIAS | 9 - OUTRAS RECEITAS CORRENTES INTRAORAMENTRIAS | 2 - INDENIZAAES RESTITUIAES E RESSARCIMENTOS | 2 - RESTITUIAES | 99 - OUTRAS RESTITUIAES | 0 - OUTRAS RESTITUIAES | 1 - PRINCIPAL | 02 - REEMBOLSO DE VALORES RELATIVO A FUNERAL - LEI 8.989/79 | 05 - VELARIO | 000 - VELARIO | 000 - VELARIO | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 45126.00 | .00;2023;5;SERVIO FUNERµRIO DO MUNICÖPIO DE SÇO PAULO;7 - RECEITAS CORRENTES INTRAORAMENTµRIAS;9 - OUTRAS RECEITAS CORRENTES INTRAORAMENTµRIAS;2 - INDENIZAåES RESTITUIåES E RESSARCIMENTOS;2 - RESTITUIåES;99 - OUTRAS RESTITUIåES;0 - OUTRAS RESTITUIåES;1 - Principal;02 - REEMBOLSO DE VALORES RELATIVO A FUNERAL - LEI 8.989/79;05 - VELàRIO;000 - VELàRIO;000 - VELàRIO;11 - Integral;01 - Total;000 - Total;45126.00;.00
2023;2023 | 5 | SERVIO FUNERRIO DO MUNICOPIO DE SCO PAULO | 7 - RECEITAS CORRENTES INTRAORAMENTRIAS | 9 - OUTRAS RECEITAS CORRENTES INTRAORAMENTRIAS | 2 - INDENIZAAES RESTITUIAES E RESSARCIMENTOS | 2 - RESTITUIAES | 99 - OUTRAS RESTITUIAES | 0 - OUTRAS RESTITUIAES | 1 - PRINCIPAL | 03 - REEMBOLSO DE VALORES RELATIVO A FUNERAL - LEI 11.479/94 | 05 - VELARIO | 000 - VELARIO | 000 - VELARIO | 11 - INTEGRAL | 01 - TOTAL | 000 - TOTAL | 23271.00 | .00;2023;5;SERVIO FUNERµRIO DO MUNICÖPIO DE SÇO PAULO;7 - RECEITAS CORRENTES INTRAORAMENTµRIAS;9 - OUTRAS RECEITAS CORRENTES INTRAORAMENTµRIAS;2 - INDENIZAåES RESTITUIåES E RESSARCIMENTOS;2 - RESTITUIåES;99 - OUTRAS RESTITUIåES;0 - OUTRAS RESTITUIåES;1 - Principal;03 - REEMBOLSO DE VALORES RELATIVO A FUNERAL - LEI 11.479/94;05 - VELàRIO;000 - VELàRIO;000 - VELàRIO;11 - Integral;01 - Total;000 - Total;23271.00;.00
